Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
SRR9206189.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206191.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206195.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206196.asm1	p__Bacteroidetes (UID2605)	350	314	208	2	311	1	0	0	0	99.28	0.48	0.00
SRR9206197.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206200.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206203.asm1	g__Bacteroides (UID2691)	33	839	309	3	830	6	0	0	0	99.46	0.93	0.00
SRR9206206.asm1	g__Bacteroides (UID2691)	33	839	309	4	829	6	0	0	0	99.41	0.46	0.00
SRR9206208.asm1	g__Bacteroides (UID2691)	33	839	309	4	831	4	0	0	0	99.41	0.57	25.00
SRR9206212.asm1	g__Bacillus (UID902)	44	1171	324	4	1165	2	0	0	0	98.92	0.46	0.00
SRR9206214.asm1	g__Bacteroides (UID2691)	33	839	309	4	828	7	0	0	0	99.24	1.19	14.29
SRR9206215.asm1	g__Bacteroides (UID2691)	33	839	309	4	829	6	0	0	0	99.24	0.86	0.00
SRR9206217.asm1	p__Bacteroidetes (UID2605)	350	314	208	2	311	1	0	0	0	99.28	0.48	0.00
SRR9206218.asm1	p__Bacteroidetes (UID2605)	350	314	208	0	302	12	0	0	0	100.00	3.09	0.00
SRR9206220.asm1	g__Bacteroides (UID2691)	33	839	309	103	724	12	0	0	0	85.39	1.35	16.67
SRR9206222.asm1	g__Bacteroides (UID2691)	33	839	309	4	828	7	0	0	0	99.24	1.19	14.29
SRR9206224.asm1	k__Bacteria (UID2982)	88	229	147	3	226	0	0	0	0	97.96	0.00	0.00
SRR9206226.asm1	k__Bacteria (UID2982)	88	229	147	3	226	0	0	0	0	97.96	0.00	0.00
SRR9206234.asm1	o__Bacteroidales (UID2657)	160	492	269	2	489	1	0	0	0	99.26	0.37	0.00
SRR9206235.asm1	o__Bacteroidales (UID2657)	160	492	269	2	489	1	0	0	0	99.26	0.37	0.00
SRR9206245.asm1	g__Bacteroides (UID2691)	33	839	309	4	835	0	0	0	0	99.14	0.00	0.00
SRR9206247.asm1	g__Bacteroides (UID2691)	33	839	309	3	836	0	0	0	0	99.46	0.00	0.00
SRR9206252.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.04	0.00
SRR9206254.asm1	root (UID1)	5656	56	24	0	2	53	1	0	0	100.00	92.13	0.00
SRR9206259.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206269.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206270.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206274.asm1	o__Bacteroidales (UID2657)	160	492	269	2	490	0	0	0	0	99.26	0.00	0.00
SRR9206279.asm1	o__Bacteroidales (UID2657)	160	492	269	2	490	0	0	0	0	99.26	0.00	0.00
SRR9206286.asm1	g__Bacteroides (UID2691)	33	839	309	3	834	2	0	0	0	99.46	0.11	0.00
SRR9206290.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206296.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206302.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206303.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206304.asm1	g__Bacteroides (UID2691)	33	839	309	4	830	5	0	0	0	99.14	0.32	0.00
SRR9206305.asm1	g__Bacteroides (UID2691)	33	839	309	4	829	6	0	0	0	99.14	0.40	0.00
SRR9206312.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206313.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206317.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206319.asm1	o__Bacteroidales (UID2657)	160	492	269	5	484	3	0	0	0	98.39	0.33	0.00
SRR9206320.asm1	o__Bacteroidales (UID2657)	160	492	269	2	487	3	0	0	0	99.26	0.33	0.00
SRR9206322.asm1	o__Bacteroidales (UID2657)	160	492	269	2	487	3	0	0	0	99.26	0.33	0.00
SRR9206330.asm1	o__Bacteroidales (UID2657)	160	492	269	2	489	1	0	0	0	99.26	0.37	0.00
SRR9206332.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206338.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206339.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206341.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206344.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206346.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206348.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206349.asm1	g__Bacteroides (UID2691)	33	839	309	4	835	0	0	0	0	99.43	0.00	0.00
SRR9206360.asm1	g__Bacteroides (UID2691)	33	839	309	4	835	0	0	0	0	99.14	0.00	0.00
SRR9206363.asm1	g__Bacteroides (UID2691)	33	839	309	5	834	0	0	0	0	99.10	0.00	0.00
SRR9206366.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206367.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206371.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206372.asm1	p__Bacteroidetes (UID2605)	350	314	208	2	311	1	0	0	0	99.28	0.48	0.00
SRR9206387.asm1	o__Bacteroidales (UID2657)	160	492	269	2	489	1	0	0	0	99.26	0.37	0.00
SRR9206388.asm1	o__Bacteroidales (UID2657)	160	492	269	2	489	1	0	0	0	99.26	0.37	0.00
SRR9206389.asm1	o__Bacteroidales (UID2657)	160	492	269	2	490	0	0	0	0	99.26	0.00	0.00
SRR9206390.asm1	o__Bacteroidales (UID2657)	160	492	269	2	490	0	0	0	0	99.26	0.00	0.00
SRR9206394.asm1	o__Bacteroidales (UID2657)	160	492	269	2	489	1	0	0	0	99.26	0.37	0.00
SRR9206395.asm1	o__Bacteroidales (UID2657)	160	492	269	2	490	0	0	0	0	99.26	0.00	0.00
SRR9206397.asm1	g__Bacteroides (UID2691)	33	839	309	4	831	4	0	0	0	99.14	0.54	0.00
SRR9206399.asm1	g__Bacteroides (UID2691)	33	839	309	4	835	0	0	0	0	99.14	0.00	0.00
SRR9206405.asm1	o__Bacteroidales (UID2657)	160	492	269	2	487	3	0	0	0	99.26	0.33	0.00
SRR9206407.asm1	o__Bacteroidales (UID2657)	160	492	269	3	486	3	0	0	0	99.16	0.33	0.00
SRR9206423.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206426.asm1	g__Bacteroides (UID2691)	33	839	309	4	826	9	0	0	0	99.30	0.86	44.44
SRR9206427.asm1	g__Bacteroides (UID2691)	33	839	309	4	834	1	0	0	0	99.33	0.08	0.00
SRR9206431.asm1	g__Bacteroides (UID2691)	33	839	309	4	833	2	0	0	0	99.30	0.24	0.00
SRR9206439.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206441.asm1	g__Bacteroides (UID2691)	33	839	309	121	705	13	0	0	0	84.09	1.77	0.00
SRR9206443.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206445.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206446.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206447.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206453.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206455.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206456.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206458.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206459.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206461.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206466.asm1	p__Bacteroidetes (UID2605)	350	314	208	2	308	4	0	0	0	99.28	0.96	50.00
SRR9206468.asm1	g__Bacteroides (UID2691)	33	839	309	33	799	7	0	0	0	93.63	0.81	0.00
SRR9206471.asm1	g__Bacteroides (UID2691)	33	839	309	34	798	7	0	0	0	93.31	0.81	0.00
SRR9206473.asm1	g__Bacteroides (UID2691)	33	839	309	29	779	31	0	0	0	94.76	3.43	51.61
SRR9206474.asm1	g__Bacteroides (UID2691)	33	839	309	34	716	88	1	0	0	93.31	11.54	8.79
SRR9206475.asm1	g__Bacteroides (UID2691)	33	839	309	34	797	8	0	0	0	93.31	1.13	12.50
SRR9206479.asm1	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0	98.80	0.48	0.00
SRR9206484.asm1	o__Bacteroidales (UID2657)	160	492	269	2	487	3	0	0	0	99.26	0.87	0.00
SRR9206489.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206496.asm1	g__Bacteroides (UID2691)	33	839	309	3	835	1	0	0	0	99.46	0.08	0.00
SRR9206497.asm1	o__Bacteroidales (UID2657)	160	492	269	2	486	4	0	0	0	99.26	0.99	0.00
SRR9206504.asm1	g__Bacteroides (UID2691)	33	839	309	4	835	0	0	0	0	99.14	0.00	0.00
SRR9206505.asm1	g__Bacteroides (UID2691)	33	839	309	4	835	0	0	0	0	99.14	0.00	0.00
SRR9206507.asm1	g__Bacteroides (UID2691)	33	839	309	5	834	0	0	0	0	99.10	0.00	0.00
SRR9206510.asm1	g__Bacteroides (UID2691)	33	839	309	4	831	4	0	0	0	99.43	0.42	0.00
SRR9206512.asm1	g__Bacteroides (UID2691)	33	839	309	3	832	4	0	0	0	99.46	0.42	0.00
SRR9219813.asm1	o__Lactobacillales (UID544)	293	475	267	1	473	1	0	0	0	99.63	0.19	0.00
SRR9219816.asm1	o__Lactobacillales (UID544)	293	475	267	1	473	1	0	0	0	99.63	0.19	0.00
SRR9219822.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9219823.asm1	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1200	4	1	0	0	99.93	0.65	42.86
SRR9219824.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9219825.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9219826.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9219827.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9219833.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9219842.asm1	root (UID1)	5656	56	24	0	0	55	1	0	0	100.00	104.17	1.72
SRR9219846.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9219851.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	7	1161	5	0	0	0	99.47	0.19	0.00
SRR9219852.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.09	0.00
SRR9219854.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
SRR9219860.asm1	k__Bacteria (UID203)	5449	104	58	0	71	32	1	0	0	100.00	37.54	45.71
SRR9219861.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9219862.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1158	14	0	0	0	99.97	1.50	0.00
SRR9219863.asm1	k__Bacteria (UID203)	5449	104	58	0	20	82	2	0	0	100.00	81.27	0.00
SRR9219865.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1145	25	0	0	0	99.86	1.72	0.00
SRR9219867.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9219868.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9219873.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.09	0.00
SRR9219875.asm1	p__Actinobacteria (UID2112)	31	211	124	0	209	2	0	0	0	100.00	1.61	0.00
SRR9219885.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9219888.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9219891.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.33	0.00
SRR9219895.asm1	o__Lactobacillales (UID544)	293	475	267	1	472	2	0	0	0	99.63	0.75	0.00
SRR9219897.asm1	o__Lactobacillales (UID544)	293	475	267	1	451	23	0	0	0	99.63	3.75	0.00
SRR9219898.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
SRR9219900.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
SRR9219907.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1152	20	0	0	0	99.97	1.13	65.00
SRR9219909.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9219910.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
SRR9219911.asm1	o__Lactobacillales (UID544)	293	475	267	1	473	1	0	0	0	99.63	0.07	0.00
SRR9219915.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9219922.asm1	o__Clostridiales (UID1226)	155	278	158	1	277	0	0	0	0	99.37	0.00	0.00
SRR9219923.asm1	o__Clostridiales (UID1226)	155	278	158	1	277	0	0	0	0	99.37	0.00	0.00
SRR9219925.asm1	o__Clostridiales (UID1226)	155	278	158	1	276	1	0	0	0	99.37	0.63	0.00
SRR9219929.asm1	o__Clostridiales (UID1226)	155	278	158	1	277	0	0	0	0	99.37	0.00	0.00
SRR9219933.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9219934.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.09	0.00
SRR9219936.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1154	17	1	0	0	99.97	0.94	5.00
SRR9219937.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.10	50.00
SRR9219941.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.10	50.00
SRR9219946.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.09	0.00
SRR9219953.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.33	0.00
SRR9219957.asm1	o__Lactobacillales (UID544)	293	475	267	1	473	1	0	0	0	99.63	0.19	0.00
SRR9219958.asm1	o__Lactobacillales (UID544)	293	475	267	1	472	2	0	0	0	99.63	0.75	0.00
SRR9219960.asm1	o__Lactobacillales (UID544)	293	475	267	1	472	2	0	0	0	99.63	0.75	0.00
SRR9219961.asm1	o__Lactobacillales (UID544)	293	475	267	1	472	2	0	0	0	99.63	0.75	0.00
SRR9219963.asm1	o__Lactobacillales (UID544)	293	475	267	1	472	2	0	0	0	99.63	0.75	0.00
SRR9219969.asm1	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1200	4	1	0	0	99.93	0.65	28.57
SRR9219977.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9219980.asm1	o__Clostridiales (UID1375)	50	332	124	1	327	4	0	0	0	99.19	2.51	0.00
SRR9219983.asm1	o__Clostridiales (UID1375)	50	332	124	1	327	4	0	0	0	99.19	2.51	0.00
SRR9219985.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
SRR9219986.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
SRR9219989.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
SRR9219993.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	998	171	3	0	0	99.97	15.41	45.56
SRR9220002.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9220004.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9220006.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9220007.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9220011.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9220012.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.09	0.00
SRR9220014.asm1	k__Bacteria (UID203)	5449	104	58	0	75	29	0	0	0	100.00	26.21	0.00
SRR9220016.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.09	0.00
SRR9220019.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.09	0.00
SRR9220022.asm1	root (UID1)	5656	56	24	0	1	55	0	0	0	100.00	95.83	0.00
SRR9220024.asm1	o__Lactobacillales (UID544)	293	475	267	1	473	1	0	0	0	99.63	0.19	0.00
SRR9220025.asm1	o__Lactobacillales (UID544)	293	475	267	1	473	1	0	0	0	99.63	0.19	0.00
SRR9220028.asm1	o__Lactobacillales (UID544)	293	475	267	1	473	1	0	0	0	99.63	0.19	0.00
SRR9220031.asm1	f__Bifidobacteriaceae (UID1462)	65	476	217	0	475	1	0	0	0	100.00	0.46	0.00
SRR9220035.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9220042.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1165	5	0	0	0	99.86	0.17	20.00
SRR9220043.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9220044.asm1	o__Lactobacillales (UID544)	293	475	267	1	472	2	0	0	0	99.63	0.75	0.00
SRR9220047.asm1	o__Lactobacillales (UID544)	293	475	267	1	472	2	0	0	0	99.63	0.75	0.00
SRR9220050.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9220051.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9220057.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	2	913	255	3	0	0	99.94	24.68	49.24
SRR9220065.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	6	0	2	0	99.97	0.39	38.89
SRR9220072.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9220076.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
SRR9220080.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9220085.asm1	f__Bifidobacteriaceae (UID1458)	77	464	220	0	463	1	0	0	0	100.00	0.23	0.00
SRR9220087.asm1	p__Actinobacteria (UID2112)	31	211	124	0	210	1	0	0	0	100.00	0.81	0.00
SRR9220096.asm1	p__Actinobacteria (UID2112)	31	211	124	0	210	1	0	0	0	100.00	0.81	0.00
SRR9220099.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
SRR9220104.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	4	0	2	0	99.97	0.31	37.50
SRR9220105.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1152	18	2	0	0	99.97	2.44	58.33
SRR9220106.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1160	10	0	2	0	99.97	1.23	45.45
SRR9220107.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9220113.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9220114.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9220115.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
SRR9220123.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.10	50.00
SRR9220127.asm1	root (UID1)	5656	56	24	0	0	56	0	0	0	100.00	100.00	0.00
SRR9220133.asm1	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1200	4	1	0	0	99.93	0.65	42.86
SRR9220134.asm1	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.86	0.09	0.00
